Query,Label
end,1
5509 union select 7066 7066 7066 7066 7066 7066 7066 7066 7066 7066,1
1 select select sleep 5 fzno,1
1 select cjcp 2590 2590 union select null null null null null null null,1
1 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 qblj like qblj,1
1 make set 8403 8403 8899,1
3492 4094 4094 3440 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 3440 3440 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
6310 6715 3399,1
1 8384 like abcdefg upper hex randomblob 500000000 2 vkqt vkqt,1
1 2853 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 2853 2853 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric duuw duuw,1
1 extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71,1
1 select kicv 1976 1976 3754 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 3754 3754 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
1 6408 7959,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null cuzi like cuzi,1
1 6414 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 sleep 5,1
1 6956 6956 8315 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
1 select case 5433 5433 1 else cast 1 int select 0 dual end dual,1
1 2367 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
select benchmark 5000000 md5 0x4c4d6142,1
select case 4176 6138 1 else null end,1
1 hfvz 7186 7186 union select null null null null null null,1
3461 union select 6342 6342 6342 6342 6342 6342,1
5134 8571 8571,1
1 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x wfws wfws,1
1 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0 ylit like ylit,1
3856 iyzl 7394 7394 1570 convert int select char 113 char 113 char 112 char 106 char 113 select case 1570 1570 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
1 czeu 1738 1738 exp select select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x,1
1 select select sleep 5 sddo,1
9456 3440 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 3440 3440 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
1168 vlol 3475 3475 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
select generate series 7407 7407 case 7407 6562 1 else 0 end limit 1,1
select case 3681 5989 3681 else cast 1 int select 0 dual end dual,1
9143 3440 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 3440 3440 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
8614 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
1 5556 select count user t1 user t2 user t3 user t4 user t5 nvsy like nvsy,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq,1
1 5814 5814 6969 select 6969 pg sleep 5,1
1 2763 2763,1
1 8770 8770 union select null,1
1 8918 8918 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0,1
1 select vsfg 3547 3547 updatexml 3393 concat 0x2e 0x7171706a71 select elt 3393 3393 1 0x717a767a71 1161,1
1 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x rxdz rxdz,1
1 select vnue 5807 5807,1
1 rlike select case 7689 7689 1 else 0x28 end gsjp gsjp,1
3666 union select 4136 4136 4136,1
1 select select sleep 5 sddo,1
3037 9024 9024 union select 9024 9024,1
select generate series 9434 9434 case 9434 3991 1 else 0 end limit 1,1
1 union select null null null null,1
2452 union select 1951,1
1 extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71 tblb tblb,1
1 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null swjk swjk,1
1 ghks 5128 5128 union select null null null null null null null null null null,1
1 select mquh 3933 3933,1
9556 2049 6967 6967 mhbc,1
select case 3252 9622 1 else null end,1
1 row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x select 8488 union select 5584 union select 3051 union select 1210 group x kdxg like kdxg,1
1 5286 select count user t1 user t2 user t3 user t4 user t5 yfkk yfkk,1
select count generate series 1 5000000 cewn cewn,1
1 5286 select count user t1 user t2 user t3 user t4 user t5,1
1 maxe 5883 5883 union select null null null null null null null null null,1
select count user t1 user t2 user t3 user t4 user t5 xaoi xaoi,1
1 union select null,1
1 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
3379 union select 4985 4985 4985 4985 4985 4985 4985 4985 4985 4985,1
1 oqfr 6426 6426 make set 8403 8403 8899,1
1 updatexml 3393 concat 0x2e 0x7171706a71 select elt 3393 3393 1 0x717a767a71 1161,1
1 select aioq dual 8176 8176,1
7460 union select 4273 4273 4273 4273 4273 4273 4273 4273,1
1 6979 like abcdefg upper hex randomblob 500000000 2,1
5062 1069 8974 8974 hsge hsge,1
select generate series 3990 3990 case 3990 9597 1 else 0 end limit 1,1
1 3202 like abcdefg upper hex randomblob 500000000 2 yrgy like yrgy,1
1 select bldn 8321 8321 8635 select count generate series 1 5000000,1
1 4388 4388,1
7469 5875 5875 make set 9354 9354 7185,1
6755 9323 9323,1
1 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case 6055 6055 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 char 68 char 69 char 97 char 85 regexp substring repeat right char 5389 0 5000000000 null brlc brlc,1
1 select yfuu 1717 1717 union select null null null null null null null null null,1
1 9643 select count domain domain t1 domain column t2 domain table t3 yabn yabn,1
1 exp select select concat 0x7171706a71 select elt 8190 8190 1 0x717a767a71 0x78 x opll like opll,1
1 qjyu 2679 2679 6414 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 2657 2657 5309 7592,1
1 updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666,1
1 3659 5475 8949 8949,1
1 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null vukd vukd,1
1 select aqhj 4419 4419,1
1868 9495 9495 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
1 7427 dbms pipe receive message chr 116 chr 87 chr 90 chr 109 5,1
7806 8459 8459 4906 vlrj like vlrj,1
1 7552 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4 zcfa zcfa,1
select sleep 5 waln,1
5863 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual gkvy gkvy,1
1 3202 like abcdefg upper hex randomblob 500000000 2,1
2048 union select 7054 7054 7054 7054 7054 7054 7054 7054 7054,1
1 5286 select count user t1 user t2 user t3 user t4 user t5 jjmt jjmt,1
1 6347 6347 union select null null null null null null null null,1
8432 union select 8169 8169 8169 8169 8169 8169 8169 8169 8169 8169,1
4889 vvuo 8060 8060 8459 8459 4906,1
1 3826 3826,1
3211 fsej 6348 6348 9805 3783,1
1 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case 6055 6055 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 lvck lvck,1
1048 3038 3038,1
1 8421 select count generate series 1 5000000,1
1 qhnb 8302 8302 3020 3020 6703,1
select case 6839 2730 6839 else 6839 select 6839 mysql db end,1
1 9499 9499,1
1 extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71,1
1 8421 select count generate series 1 5000000 ubxw like ubxw,1
select case 3344 8103 3344 else 1 select 0 end,1
1 union select null null null null,1
4384 6872 6872 ukhl ukhl,1
1 select qmez 3729 3729 8148 like abcdefg upper hex randomblob 500000000 2,1
1 union select null null null null null null null,1
1 row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x select 8488 union select 5584 union select 3051 union select 1210 group x sucj sucj,1
1 union select null null null null null null,1
1 dhge 4816 4816 2388 benchmark 5000000 md5 0x6d457153,1
1 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 ynde ynde,1
select generate series 3607 3607 case 3607 4242 1 else 0 end limit 1,1
1 select blvu dual 9813 9813,1
1 select case 1609 1609 waitfor delay 0 0 5 else 1609 select 1609 master sysdatabases end,1
1 elt 4249 4249 7259 pgvz pgvz,1
1304 union select 7639,1
select case 3681 5026 3681 else 3681 select 3681 information schema character set end,1
8612 4043 3083 pjzo like pjzo,1
5780 make set 3464 4518 4518 icit,1
select count user t1 user t2 user t3 user t4 user t5 wweo wweo,1
1 boolean mode elt 5873 5873 sleep 5,1
9148 2027 2027 8571 8571,1
1 somz 1598 1598,1
end poee poee,1
3849 5580 3442,1
1 make set 8403 8403 8899,1
5225 zats 5629 5629 union select 5629 5629 5629 5629 5629,1
8893 union select 1254 1254,1
1 char 75 char 70 char 99 char 83 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
5596 union select 4877 4877 4877 4877 4877 4877 4877 4877 4877 4877,1
7238 make set 5375 9563 9563,1
6883 tbai 8121 8121 union select 8121 8121 8121 8121 8121 8121 8121 8121,1
1 6408 6408 union select null null null null null null null null,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 char 119 char 100 char 99 char 121 regexp substring repeat right char 1441 0 5000000000 null,1
1 4964 4964,1
1 6969 select 6969 pg sleep 5 yczq,1
1 char 68 char 69 char 97 char 85 regexp substring repeat right char 5389 0 5000000000 null,1
1 7552 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4 cdaq like cdaq,1
1 union select null null null null null,1
1 jzoh 6484 6484 7364 4233,1
1 2781 2781 5286 select count user t1 user t2 user t3 user t4 user t5,1
9764 1266 1266 elt 4069 6162 6162,1
1 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 knpw,1
1 rlike select select sleep 5 vwyq,1
1 3802 3802 2006 2006,1
4355 9323 9323,1
1 ihfw 3949 3949 8312 dbms pipe receive message chr 69 chr 79 chr 101 chr 68 5,1
1 trin 8843 8843,1
1 select xdzp dual 5786 5786 3020 3020 6703,1
3881 union select 4438,1
select sleep 5,1
1 select dkxk 1241 1241 waitfor delay 0 0 5,1
1 elt 6651 1172 1172 zfkb like zfkb,1
1 6565 2647 mrge like mrge,1
1 select dgnt 4701 4701 7427 dbms pipe receive message chr 116 chr 87 chr 90 chr 109 5,1
8729 select nbzl 7160 7160 order 1,1
1 row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x select 8488 union select 5584 union select 3051 union select 1210 group x,1
1 ynzg 1926 1926 select 9173 select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
1 select 2 select select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610 7589 7589,1
1 hhly 2906 2906,1
1 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0 pcim pcim,1
1 vqbf 4020 4020,1
8881 union select 8420 8420 8420 8420 8420 8420 8420,1
1 union select null null,1
1 select rqzu dual 9516 9516 elt 5873 5873 sleep 5,1
1 gfzb 7904 7904,1
1 char 120 char 106 char 117 char 85 regexp substring repeat right char 9981 0 5000000000 null,1
9779 make set 9354 9354 7185 hmzj hmzj,1
1 9156 9156 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null ekhi ekhi,1
1 procedure analyse extractvalue 9627 concat 0x5c benchmark 5000000 md5 0x4b774c75 1,1
7430 xfah 1596 1596 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
1648 oqqy 3459 3459 6872 6872,1
7731 make set 2551 4389 4389 unly like unly,1
5372 wlqm 2432 2432 union select 2432 2432 2432 2432 2432 2432,1
9996 make set 1237 7111 7111,1
select case 4690 4373 4690 else 1 select 0 end,1
6815 7609 7609 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
select case 7005 7118 1 else 7005 select 7005 master sysdatabases end,1
1 xsyk 2575 2575 8156 select count generate series 1 5000000,1
1 7815 7815 union select null null null null null null null,1
select sleep 5 eskp like eskp,1
1 advz 5166 5166 8156 select count generate series 1 5000000,1
1 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case 6055 6055 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 fogb like fogb,1
1 vpna 5450 5450 char 75 char 70 char 99 char 83 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 rlike sleep 5 gtfo gtfo,1
8966 7475 4014 4014,1
1 sdnd 9472 9472,1
1 7756 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 7756 7756 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 5368 5368,1
1 rlike sleep 5,1
9944 8537 2039 kfzj kfzj,1
1 8312 dbms pipe receive message chr 69 chr 79 chr 101 chr 68 5,1
3347 select xuzs 1076 1076 union select 1076 1076 1076 1076 1076,1
1 exp select select concat 0x7171706a71 select elt 8190 8190 1 0x717a767a71 0x78 x lyem like lyem,1
7764 7308 7805,1
1 union select null null null null null null null null null null,1
1 boolean mode sleep 5,1
4152 9781 9781 union select 9781 9781 9781 9781 9781,1
1 select 2 select select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610,1
1 1022 select count user t1 user t2 user t3 user t4 user t5,1
6122 union select 6578 6578,1
select case 5768 9169 5768 else 1 select 0 end,1
1 9003 9003 make set 5868 8316 8316,1
1 extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71 dzse dzse,1
select case 8130 5894 8130 else 8130 select 8130 information schema character set end,1
select case 4537 8418 1 else null end,1
1 6793 select 6793 pg sleep 5 fyaq,1
1 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x jpqa,1
1 5298 5298 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
4966 union select 4300 4300 4300 4300 4300 4300 4300 4300,1
1 8384 like abcdefg upper hex randomblob 500000000 2 lqql lqql,1
iif 3447 1084 1 1 0,1
1 updatexml 3393 concat 0x2e 0x7171706a71 select elt 3393 3393 1 0x717a767a71 1161 vfnl vfnl,1
1 8407 select count generate series 1 5000000 pgyl pgyl,1
1 select uedk 4655 4655,1
1 5356 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
1 char 119 char 100 char 99 char 121 regexp substring repeat right char 1441 0 5000000000 null,1
select case 1291 6612 1 else 1291 select 1291 master sysdatabases end,1
2429 6890 5846,1
1 8466 benchmark 5000000 md5 0x694a4745,1
4761 order 1,1
1 select select sleep 5 sddo,1
4394 union select 3409 3409,1
2960 2163 3143,1
1 1645 1645 rlike sleep 5,1
6890 union select 1115,1
1 4479 4479 rlike select case 6351 4367 1 else 0x28 end,1
select generate series 2317 2317 case 2317 9706 1 else 0 end limit 1,1
select generate series 3427 3427 case 3427 7516 1 else 0 end limit 1,1
1 elt 4249 4249 7259,1
1 ewyk 4828 4828 select 2 select select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610,1
select count generate series 1 5000000,1
8186 elt 1032 1032 3623,1
1 rlike sleep 5 8773 8773,1
select case 7649 9297 1 else null end,1
2872 8797 8797 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
7255 union select 2127 2127 2127 2127 2127,1
1 1363 1363 char 68 char 69 char 97 char 85 regexp substring repeat right char 5389 0 5000000000 null,1
1 updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666,1
1 select jpow dual 4381 4381 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
1 tbve 4828 4828,1
1 select iwbs 4939 4939,1
1 boolean mode union select null null null null null,1
4385 union select 6694 6694 6694 6694 6694 6694 6694 6694 6694 6694,1
select case 7271 1658 7271 else 7271 select 7271 information schema character set end,1
1 fksm 9714 9714,1
1 1153 1153 extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71,1
1 drgs 1989 1989 order 1,1
1 2388 benchmark 5000000 md5 0x6d457153,1
1 kwre 7775 7775 9254 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4 qhgp qhgp,1
1 extractvalue 1297 concat 0x5c 0x7171706a71 select elt 1297 1297 1 0x717a767a71 blnh like blnh,1
1499 gxfm 9762 9762 5989 4782,1
1 9660 select count user t1 user t2 user t3 user t4 user t5,1
1 select toec 5810 5810 sleep 5,1
1 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
4023 8779 5716 5716,1
1 select eyiy dual 8127 8127,1
select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4 vfxg like vfxg,1
1 begin 8340 8340 dbms lock sleep 5,1
1 daqd 4390 4390 elt 3114 3114 sleep 5,1
2009 union select 1991 1991,1
1 elt 6272 6272 sleep 5 fele fele,1
1 5556 select count user t1 user t2 user t3 user t4 user t5,1
1 2199 2199 select select sleep 5 ydpu,1
1 4417 4417 6537 dbms pipe receive message chr 76 chr 116 chr 117 chr 65 5,1
1620 union select 6257 6257 6257 6257 6257 6257 6257 6257 6257 6257,1
1 select opqr 2442 2442 1022 select count user t1 user t2 user t3 user t4 user t5,1
1 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 9206 9206 union select null null null null null null,1
1 select ycsv 3628 3628 char 107 char 121 char 97 char 80 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 7533 7533,1
select like abcdefg upper hex randomblob 500000000 2 lchh,1
1 select uusj 2149 2149 8384 like abcdefg upper hex randomblob 500000000 2,1
1 extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71 fmxq,1
1512 union select 9013 9013 9013 9013,1
1 8384 like abcdefg upper hex randomblob 500000000 2,1
1 char 107 char 121 char 97 char 80 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 waitfor delay 0 0 5 nnnp,1
1 8315 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 yqek 1957 1957,1
1 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 fjwv like fjwv,1
1 hggi 6511 6511,1
1 8384 like abcdefg upper hex randomblob 500000000 2 gxpr gxpr,1
6662 union select 6755,1
1 select hplm 4008 4008 8594 select 8594 pg sleep 5,1
1 9254 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 make set 8266 9226 9226 omjx like omjx,1
1 select oxdh 6967 6967 sleep 5,1
select case 5698 3453 5698 else 1 select 0 end,1
5776 union select 3075 3075 3075 3075 3075,1
1 oldh 9551 9551 union select null null null,1
1 rlike sleep 5,1
1 rlike select case 5477 7492 1 else 0x28 end 4427 4427,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq sckh sckh,1
1 1607 1607,1
1 select select sleep 5 ydpu,1
4194 4747 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 4747 4747 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 ddbc like ddbc,1
1 rual 4649 4649 select 2 select select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610,1
1 union select null,1
1 select czpg 6627 6627 2006 2006,1
select count domain domain t1 domain column t2 domain table t3,1
1 rlike select select sleep 5 sgvo zqiw zqiw,1
1564 order 1,1
1 union select null null null null null null null null null null,1
7060 make set 4233 1689 1689 twpr like twpr,1
1 union select null null null null null null null null null null,1
1 8333 8333,1
6745 4078 select 6745 else drop function ytyt,1
1 1736 4220,1
7528 make set 3809 1821 1821 kgch kgch,1
8153 2436 2436 union select 2436 2436 2436 2436 2436 2436 2436 2436 2436 2436,1
1 select fcws dual 9184 9184 updatexml 3393 concat 0x2e 0x7171706a71 select elt 3393 3393 1 0x717a767a71 1161,1
1 tecq 4817 4817 8189 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 elt 5873 5873 sleep 5,1
1 select 9173 select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x information schema character set group x 7984 7984,1
1 select bsbv dual 5276 5276 select select sleep 5 ydpu,1
9810 4361 4361 elt 1032 1032 3623,1
1 rlike select select sleep 5 sgvo,1
1 7756 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 7756 7756 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 xqlh xqlh,1
1 waitfor delay 0 0 5,1
8093 oboi 1476 1476 union select 1476 1476 1476 1476,1
1 9341 9341,1
3703 union select 3293 3293 3293 3293 3293 3293 3293 3293 3293 3293,1
1 procedure analyse extractvalue 5840 concat 0x5c 0x7171706a71 select case 5840 5840 1 else 0 end 0x717a767a71 1 7813 7813,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq izad,1
select count domain domain t1 domain column t2 domain table t3,1
1 boolean mode 7427 dbms pipe receive message chr 116 chr 87 chr 90 chr 109 5,1
4453 1570 convert int select char 113 char 113 char 112 char 106 char 113 select case 1570 1570 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 boxt boxt,1
3130 union select 1741 1741 1741 1741 1741 1741 1741 1741,1
4233 8459 8459 4906,1
1 union select null null null null null null null null null,1
5528 union select 5153 5153 5153 5153 5153 5153 5153 5153 5153,1
4589 union select 1441 1441 1441 1441 1441 1441 1441 1441 1441 1441,1
1 cast chr 113 chr 113 chr 112 chr 106 chr 113 select 1 generate series 8979 8979 case 8979 8979 1 else 0 end limit 1 text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
8224 6504 6504 2461 5660,1
1 7196 7196 8466 benchmark 5000000 md5 0x694a4745,1
1 6881 6881 procedure analyse extractvalue 5840 concat 0x5c 0x7171706a71 select case 5840 5840 1 else 0 end 0x717a767a71 1,1
5130 union select 5218 5218 5218 5218 5218 5218 5218 5218 5218 5218,1
7797 select oulr 7091 7091 union select 7091 7091 7091 7091 7091 7091 7091 7091 7091,1
3125 order 1,1
1 union select null null null null null null null null,1
1 5556 select count user t1 user t2 user t3 user t4 user t5,1
9087 3038 3038,1
1 tgqd 6369 6369 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case 6055 6055 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
end huti like huti,1
7346 8571 8571,1
1 union select null null null null,1
8015 9808 9808 9323 9323,1
1 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 gucd gucd,1
select case 8978 1426 1 else 8978 select 8978 master sysdatabases end,1
1 1022 select count user t1 user t2 user t3 user t4 user t5,1
1192 order 1,1
1 2388 benchmark 5000000 md5 0x6d457153,1
9661 union select 2158 2158 2158,1
1 union select null null null null null null null null null null,1
select count sysibm systables t1 sysibm systables t2 sysibm systables t3 ihqf ihqf,1
1 select 2 select select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610 sdnc sdnc,1
1 elt 3114 3114 sleep 5,1
begin 5624 5624 dbms lock sleep 5,1
1 2044 2044 elt 6272 6272 sleep 5,1
1 4573 4573,1
1 2388 benchmark 5000000 md5 0x6d457153,1
8074 4493 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4493 4493 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 lnwm lnwm,1
6123 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq zuzx zuzx,1
1 2204 2204 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
1 pogx 4105 4105 2853 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 2853 2853 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
1949 smyn 4066 4066 union select 4066 4066,1
1 9083 9083 select 2 select select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610,1
7831 krzi 3798 3798 order 1,1
4522 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual mbkq mbkq,1
2028 union select 8698 8698 8698 8698,1
1 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null pmpk like pmpk,1
1 4660 4660 5286 select count user t1 user t2 user t3 user t4 user t5,1
1 6077 6077 char 119 char 100 char 99 char 121 regexp substring repeat right char 1441 0 5000000000 null,1
1 5286 select count user t1 user t2 user t3 user t4 user t5,1
1 union select null null null null null,1
3852 union select 3577 3577 3577 3577 3577 3577 3577 3577,1
1 jxvv 6593 6593 elt 6272 6272 sleep 5,1
1 5232 5232 union select null null null,1
8943 union select 7710 7710,1
1 union select null null null null null,1
5744 union select 3617 3617 3617 3617 3617 3617,1
1 case 8260 8260 1 else null end,1
1 sleep 5,1
1 3707 select count sysibm systables t1 sysibm systables t2 sysibm systables t3 tzog like tzog,1
5996 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case 5023 5023 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 select mlwj dual 4247 4247 1702 8469,1
4054 2824 4788,1
1 row 6237 7469 select count concat 0x7171706a71 select elt 6237 6237 1 0x717a767a71 floor rand 0 2 x select 5192 union select 3785 union select 3931 union select 7158 group x zxrb zxrb,1
select count domain domain t1 domain column t2 domain table t3,1
1 vigs 6175 6175 select 2 select select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610,1
1 select dpun 4760 4760,1
1 updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666,1
